Drug_ID	Target_ID	Y
UOHJOIXAJSMMCH-KJZWVPOSSA-N	P41595	0
UOHJOIXAJSMMCH-OUTBHYKGSA-N	P28335	0
UOHJOIXAJSMMCH-OUTBHYKGSA-N	P29274	0
UOHJOIXAJSMMCH-OUTBHYKGSA-N	P30542	0
UOHJOIXAJSMMCH-OUTBHYKGSA-N	P41595	1
UOHTVECYVGDMIO-UHFFFAOYSA-N	P25100	1
UOHTVECYVGDMIO-UHFFFAOYSA-N	P35348	1
UOHTVECYVGDMIO-UHFFFAOYSA-N	P35368	0
UOIRCOOXVJGCIE-UHFFFAOYSA-N	P14416	0
UOIRCOOXVJGCIE-UHFFFAOYSA-N	P21917	1
UOIRCOOXVJGCIE-UHFFFAOYSA-N	P35462	0
UOIWGXKIAIQMDU-YJBOKZPZSA-N	O43613	0
UOIWGXKIAIQMDU-YJBOKZPZSA-N	O43614	1
UOJJCTHGWLSJEL-RVXWVPLUSA-N	P0DMS8	1
UOJJCTHGWLSJEL-RVXWVPLUSA-N	P29274	0
UOJJCTHGWLSJEL-RVXWVPLUSA-N	P30542	1
UOJOKSDSECSZDQ-UHFFFAOYSA-N	P0DMS8	0
UOJOKSDSECSZDQ-UHFFFAOYSA-N	P29274	0
UOJOKSDSECSZDQ-UHFFFAOYSA-N	P29275	1
UOJOKSDSECSZDQ-UHFFFAOYSA-N	P30542	0
UOJPILVDLNONQO-UHFFFAOYSA-N	P21554	0
UOJPILVDLNONQO-UHFFFAOYSA-N	P34972	1
UOKGFRGTMUWXQL-UHFFFAOYSA-N	P08908	1
UOKGFRGTMUWXQL-UHFFFAOYSA-N	P14416	1
UOKGFRGTMUWXQL-UHFFFAOYSA-N	P21917	1
UOKGFRGTMUWXQL-UHFFFAOYSA-N	P35462	1
UOKGFRGTMUWXQL-UHFFFAOYSA-N	P50129	0
UOKGFRGTMUWXQL-UHFFFAOYSA-N	P50130	0
UOLFBZYNLRKEKZ-DEOSSOPVSA-N	P21453	1
UOLFBZYNLRKEKZ-DEOSSOPVSA-N	Q99500	0
UOLJKAPABHXFRE-UHFFFAOYSA-N	P19020	1
UOLJKAPABHXFRE-UHFFFAOYSA-N	P61169	0
UOMUYZXEONWAOD-JTQLQIEISA-N	P25103	0
UOMUYZXEONWAOD-JTQLQIEISA-N	P29371	1
UOMUYZXEONWAOD-SNVBAGLBSA-N	P25103	0
UOMUYZXEONWAOD-SNVBAGLBSA-N	P29371	1
UOMWETDZWZPAFN-UHFFFAOYSA-N	P28223	1
UOMWETDZWZPAFN-UHFFFAOYSA-N	P28335	0
UONWGZGQIGNDHJ-UHFFFAOYSA-N	P08482	1
UONWGZGQIGNDHJ-UHFFFAOYSA-N	P08483	0
UONWGZGQIGNDHJ-UHFFFAOYSA-N	P10980	1
UOOOWRVLSKCKGJ-UHFFFAOYSA-N	P25099	0
UOOOWRVLSKCKGJ-UHFFFAOYSA-N	P28190	1
UOOOWRVLSKCKGJ-UHFFFAOYSA-N	P30543	0
UOOURLYWURRECI-UHFFFAOYSA-N	P20272	1
UOOURLYWURRECI-UHFFFAOYSA-N	P34972	0
UOPDUTKOYLKDSY-UHFFFAOYSA-N	P35372	0
UOPDUTKOYLKDSY-UHFFFAOYSA-N	P41146	1
UOPVQTAMKYCRBE-QTNFWPTDSA-N	P32239	0
UOPVQTAMKYCRBE-QTNFWPTDSA-N	Q63931	1
UOPVQTAMKYCRBE-ZYADHFCISA-N	P32239	0
UOPVQTAMKYCRBE-ZYADHFCISA-N	Q63931	1
UOQCESDGUHFPMW-UKILVPOCSA-N	P14416	0
UOQCESDGUHFPMW-UKILVPOCSA-N	P21728	1
UORANSRNDKKBHI-BUDDBBPTSA-N	P30872	0
UORANSRNDKKBHI-BUDDBBPTSA-N	P30874	0
UORANSRNDKKBHI-BUDDBBPTSA-N	P31391	1
UORANSRNDKKBHI-BUDDBBPTSA-N	P35346	1
UORNTHBBLYBAJJ-UHFFFAOYSA-N	P19327	1
UORNTHBBLYBAJJ-UHFFFAOYSA-N	P28564	1
UORNTHBBLYBAJJ-UHFFFAOYSA-N	P30966	0
UOSAXXBVFWTNNV-UHFFFAOYSA-N	P28223	1
UOSAXXBVFWTNNV-UHFFFAOYSA-N	P28335	0
UOSAXXBVFWTNNV-UHFFFAOYSA-N	P41595	0
UOSGXUGKZYRNKU-UHFFFAOYSA-N	P0DMS8	0
UOSGXUGKZYRNKU-UHFFFAOYSA-N	P29274	0
UOSGXUGKZYRNKU-UHFFFAOYSA-N	P29275	1
UOSGXUGKZYRNKU-UHFFFAOYSA-N	P30543	0
UOSIKGNCJCOVJD-UHFFFAOYSA-N	P35372	0
UOSIKGNCJCOVJD-UHFFFAOYSA-N	P41145	1
UOSJSHOYCNDHMM-KRWDZBQOSA-N	P30968	1
UOSJSHOYCNDHMM-KRWDZBQOSA-N	P30969	0
UOSUQZZICNGJPM-QNVARPAVSA-N	P28223	1
UOSUQZZICNGJPM-QNVARPAVSA-N	P28335	0
UOSUQZZICNGJPM-QNVARPAVSA-N	P35367	0
UOTZJBMSOVLQAQ-NRFANRHFSA-N	P07550	0
UOTZJBMSOVLQAQ-NRFANRHFSA-N	P08588	0
UOTZJBMSOVLQAQ-NRFANRHFSA-N	P13945	1
UOUDCIVZTBZFPO-UHFFFAOYSA-N	P21453	1
UOUDCIVZTBZFPO-UHFFFAOYSA-N	Q99500	0
UOUKYGLHGFXZCI-UHFFFAOYSA-N	P34969	1
UOUKYGLHGFXZCI-UHFFFAOYSA-N	P50406	0
UOUWWVWWIQEODA-UHFFFAOYSA-N	P32245	1
UOUWWVWWIQEODA-UHFFFAOYSA-N	P61169	0
UOVVTUIUPUBXQO-UHFFFAOYSA-N	O43613	0
UOVVTUIUPUBXQO-UHFFFAOYSA-N	O43614	1
UOVWQDUPAVHBNH-UHFFFAOYSA-N	P14416	0
UOVWQDUPAVHBNH-UHFFFAOYSA-N	P35462	1
UOWAXGFANRXZNS-UHFFFAOYSA-N	P25100	0
UOWAXGFANRXZNS-UHFFFAOYSA-N	P35348	1
UOWAXGFANRXZNS-UHFFFAOYSA-N	P35368	0
UOWFPFZCSRKHRN-UHFFFAOYSA-N	P29274	1
UOWFPFZCSRKHRN-UHFFFAOYSA-N	P30542	0
UOWFQOOHHORUGO-KEZWHQCISA-N	P41594	1
UOWFQOOHHORUGO-KEZWHQCISA-N	Q13255	0
UOWGPMQNBPVXBC-UHFFFAOYSA-N	O70528	0
UOWGPMQNBPVXBC-UHFFFAOYSA-N	Q62758	1
UOWVUNAMIYCETC-UHFFFAOYSA-N	P08909	0
UOWVUNAMIYCETC-UHFFFAOYSA-N	P28223	0
UOWVUNAMIYCETC-UHFFFAOYSA-N	P28335	1
UOXRATPLTLGJQF-UHFFFAOYSA-N	P14416	0
UOXRATPLTLGJQF-UHFFFAOYSA-N	P28223	1
UOXRATPLTLGJQF-UHFFFAOYSA-N	P28335	1
UOXRATPLTLGJQF-UHFFFAOYSA-N	P35462	1
UOXRATPLTLGJQF-UHFFFAOYSA-N	P50406	1
UOYUFGHOHCPBAP-UHFFFAOYSA-O	Q923Y8	0
UOYUFGHOHCPBAP-UHFFFAOYSA-O	Q923Y9	1
UPANNIALYTYSSG-UHFFFAOYSA-N	Q13255	1
UPANNIALYTYSSG-UHFFFAOYSA-N	Q14833	0
UPAZZKNYLSZQFB-HJGLZJKISA-N	P32300	1
UPAZZKNYLSZQFB-HJGLZJKISA-N	P35372	0
UPAZZKNYLSZQFB-HJGLZJKISA-N	P41143	1
UPAZZKNYLSZQFB-HJGLZJKISA-N	P41144	0
UPAZZKNYLSZQFB-HJGLZJKISA-N	P41145	0
UPAZZKNYLSZQFB-HJGLZJKISA-N	P42866	0
UPBHSSZIKGJTBP-RTBURBONSA-N	O43613	0
UPBHSSZIKGJTBP-RTBURBONSA-N	O43614	1
UPBJMUAOAAEUPW-UHFFFAOYSA-N	P32300	1
UPBJMUAOAAEUPW-UHFFFAOYSA-N	P33534	0
UPBJMUAOAAEUPW-UHFFFAOYSA-N	P42866	0
UPCDLAYRPHHNOB-DQSJYHHLSA-N	P41143	0
UPCDLAYRPHHNOB-DQSJYHHLSA-N	P41144	1
UPCXLOINHZXHJP-UHFFFAOYSA-N	P0DMS8	0
UPCXLOINHZXHJP-UHFFFAOYSA-N	P25099	1
UPCXLOINHZXHJP-UHFFFAOYSA-N	P29274	0
UPCXLOINHZXHJP-UHFFFAOYSA-N	P29275	1
UPDIDSMLOOSOTA-UHFFFAOYSA-N	O43613	0
UPDIDSMLOOSOTA-UHFFFAOYSA-N	O43614	1
UPEDKGWAXYKNLY-UHFFFAOYSA-N	P14416	0
UPEDKGWAXYKNLY-UHFFFAOYSA-N	P35462	1
UPEHPUZOPHDONV-NRFANRHFSA-N	P14416	1
UPEHPUZOPHDONV-NRFANRHFSA-N	P21917	1
UPEHPUZOPHDONV-NRFANRHFSA-N	P28223	0
UPFVFWZGNRKYFG-ZWLNRFIDSA-N	P41143	0
UPFVFWZGNRKYFG-ZWLNRFIDSA-N	P41145	1
UPGNMHWUCFSKGJ-UHFFFAOYSA-N	P14416	1
UPGNMHWUCFSKGJ-UHFFFAOYSA-N	P28223	0
UPGOQMMSMGYTMO-UHFFFAOYSA-N	P28190	0
UPGOQMMSMGYTMO-UHFFFAOYSA-N	P29275	1
UPGOQMMSMGYTMO-UHFFFAOYSA-N	P30542	0
UPGOYGICVAIMSE-CLOONOSVSA-N	P07550	0
UPGOYGICVAIMSE-CLOONOSVSA-N	P08588	0
UPGOYGICVAIMSE-CLOONOSVSA-N	P13945	1
UPHUXPVSRYTEBO-UHFFFAOYSA-N	P29274	1
UPHUXPVSRYTEBO-UHFFFAOYSA-N	P30542	0
UPKKNBLBSMFFIU-GFCCVEGCSA-N	P25024	0
UPKKNBLBSMFFIU-GFCCVEGCSA-N	P25025	1
UPKZNVQHJZHSGN-UHFFFAOYSA-N	P14842	1
UPKZNVQHJZHSGN-UHFFFAOYSA-N	P18901	0
UPKZNVQHJZHSGN-UHFFFAOYSA-N	P19327	1
UPKZNVQHJZHSGN-UHFFFAOYSA-N	P35462	1
UPKZNVQHJZHSGN-UHFFFAOYSA-N	P61169	0
UPMJNKOBOQBQSF-XIYCMYMWSA-N	P47746	0
UPMJNKOBOQBQSF-XIYCMYMWSA-N	P47936	1
UPNRHMKJJKJRCL-JOXGBPAOSA-N	P25099	1
UPNRHMKJJKJRCL-JOXGBPAOSA-N	P30543	0
UPNSGUUFOFSFEZ-UHFFFAOYSA-N	P29274	1
UPNSGUUFOFSFEZ-UHFFFAOYSA-N	P29275	0
UPNSGUUFOFSFEZ-UHFFFAOYSA-N	P30542	1
UPNUIXSCZBYVBB-JVFUWBCBSA-N	P35372	1
UPNUIXSCZBYVBB-JVFUWBCBSA-N	P41143	1
UPNUIXSCZBYVBB-JVFUWBCBSA-N	P41145	0
UPNUIXSCZBYVBB-UHFFFAOYSA-N	P35372	1
UPNUIXSCZBYVBB-UHFFFAOYSA-N	P41143	1
UPNUIXSCZBYVBB-UHFFFAOYSA-N	P41145	0
UPOUETVJUDHXGZ-UHFFFAOYSA-N	P35372	0
UPOUETVJUDHXGZ-UHFFFAOYSA-N	P41146	1
UPPCVKRCEALPST-UHFFFAOYSA-N	P29274	1
UPPCVKRCEALPST-UHFFFAOYSA-N	P30542	0
UPPZIKNLEDOKKO-PHAUOLPESA-N	P08172	1
UPPZIKNLEDOKKO-PHAUOLPESA-N	P08173	1
UPPZIKNLEDOKKO-PHAUOLPESA-N	P08912	0
UPPZIKNLEDOKKO-PHAUOLPESA-N	P11229	1
UPPZIKNLEDOKKO-PHAUOLPESA-N	P20309	1
UPQGVXBBBKNPNZ-UHFFFAOYSA-N	P24530	0
UPQGVXBBBKNPNZ-UHFFFAOYSA-N	P25101	1
UPQSZFKXKRKCGZ-UHFFFAOYSA-N	P28223	0
UPQSZFKXKRKCGZ-UHFFFAOYSA-N	P28335	1
UPQSZFKXKRKCGZ-UHFFFAOYSA-N	P41595	1
UPQSZPLHQOSKNY-UHFFFAOYSA-N	P25100	0
UPQSZPLHQOSKNY-UHFFFAOYSA-N	P35348	1
UPQSZPLHQOSKNY-UHFFFAOYSA-N	P35368	0
UPQXIAUISDXGAM-UHFFFAOYSA-N	P29274	1
UPQXIAUISDXGAM-UHFFFAOYSA-N	P30542	0
UPTHGVUSCNDAPF-UHFFFAOYSA-N	P14416	1
UPTHGVUSCNDAPF-UHFFFAOYSA-N	P21728	1
UPTHGVUSCNDAPF-UHFFFAOYSA-N	P21918	1
UPTHGVUSCNDAPF-UHFFFAOYSA-N	P35462	0
UPVFDHUOFQXFQX-UHFFFAOYSA-N	P48039	0
UPVFDHUOFQXFQX-UHFFFAOYSA-N	P49286	1
UPVUZHSJQHSUQD-DQRIJPQFSA-N	P33033	0
UPVUZHSJQHSUQD-DQRIJPQFSA-N	P41149	0
UPVUZHSJQHSUQD-DQRIJPQFSA-N	P56450	0
UPVUZHSJQHSUQD-DQRIJPQFSA-N	Q01727	1
UPWBBBQTTVWBOF-UHFFFAOYSA-N	P28190	1
UPWBBBQTTVWBOF-UHFFFAOYSA-N	P29274	0
UPYCDEKRPGYCAF-XMMPIXPASA-N	Q7TQP3	0
UPYCDEKRPGYCAF-XMMPIXPASA-N	Q8TDV5	1
UPYRHIUUCMHYRX-GOXAKLKVSA-N	P30551	1
UPYRHIUUCMHYRX-GOXAKLKVSA-N	P30553	0
UPYRHIUUCMHYRX-MQDBWYGVSA-N	P30551	1
UPYRHIUUCMHYRX-MQDBWYGVSA-N	P30553	0
UQABYHGXWYXDTK-UUOKFMHZSA-N	P14416	0
UQABYHGXWYXDTK-UUOKFMHZSA-N	P19020	0
UQABYHGXWYXDTK-UUOKFMHZSA-N	P21917	0
UQABYHGXWYXDTK-UUOKFMHZSA-N	P22086	1
UQABYHGXWYXDTK-UUOKFMHZSA-N	P35462	1
UQABYHGXWYXDTK-UUOKFMHZSA-N	P61169	0
UQARLGBGMHPDGU-UHFFFAOYSA-N	P35372	1
UQARLGBGMHPDGU-UHFFFAOYSA-N	P41143	0
UQARLGBGMHPDGU-UHFFFAOYSA-N	P41145	0
UQARLGBGMHPDGU-YRKLHJTHSA-N	P35372	1
UQARLGBGMHPDGU-YRKLHJTHSA-N	P41143	0
UQARLGBGMHPDGU-YRKLHJTHSA-N	P41145	0
UQCNKQCJZOAFTQ-ISWURRPUSA-N	P32300	0
UQCNKQCJZOAFTQ-ISWURRPUSA-N	P33533	1
UQCNKQCJZOAFTQ-ISWURRPUSA-N	P33535	1
UQCNKQCJZOAFTQ-ISWURRPUSA-N	P34975	0
UQCNKQCJZOAFTQ-ISWURRPUSA-N	P41143	1
UQCNKQCJZOAFTQ-ISWURRPUSA-N	P41144	0
UQCNKQCJZOAFTQ-ISWURRPUSA-N	P42866	1
UQCVUHNJNDRVBK-UHFFFAOYSA-N	P48302	0
UQCVUHNJNDRVBK-UHFFFAOYSA-N	Q61614	1
UQCYTCPLHRBBEH-OKIGDJELSA-N	P35372	0
UQCYTCPLHRBBEH-OKIGDJELSA-N	P41145	1
UQDCPKVBJSRYAA-UHFFFAOYSA-N	P28223	1
UQDCPKVBJSRYAA-UHFFFAOYSA-N	P28335	0
UQDZEOCEKHULPR-UHFFFAOYSA-N	O43613	0
UQDZEOCEKHULPR-UHFFFAOYSA-N	O43614	1
UQERKZWKUCVXID-QCUYGVNKSA-N	P0DMS8	0
UQERKZWKUCVXID-QCUYGVNKSA-N	P25099	0
UQERKZWKUCVXID-QCUYGVNKSA-N	P29274	1
UQERKZWKUCVXID-QCUYGVNKSA-N	P29275	0
UQERKZWKUCVXID-QCUYGVNKSA-N	P30542	0
UQEWWXSQAINMCT-VQHVLOKHSA-N	P30557	1
UQEWWXSQAINMCT-VQHVLOKHSA-N	P34995	0
UQEWWXSQAINMCT-VQHVLOKHSA-N	P35408	0
UQEWWXSQAINMCT-VQHVLOKHSA-N	P43115	0
UQFMMXIEBQVORL-UHFFFAOYSA-N	P35408	0
UQFMMXIEBQVORL-UHFFFAOYSA-N	P43115	1
UQFMMXIEBQVORL-UHFFFAOYSA-N	P43116	0
UQFPWHOVXABWIZ-UHFFFAOYSA-N	P21554	1
UQFPWHOVXABWIZ-UHFFFAOYSA-N	P34972	0
UQGBBQTUUWZZFY-UHFFFAOYSA-N	P31424	0
UQGBBQTUUWZZFY-UHFFFAOYSA-N	P41594	1
UQGGPCQNHJCOPS-PKNBQFBNSA-N	P0DMS8	0
UQGGPCQNHJCOPS-PKNBQFBNSA-N	P25099	0
UQGGPCQNHJCOPS-PKNBQFBNSA-N	P29274	1
UQGGPCQNHJCOPS-PKNBQFBNSA-N	P29275	0
UQGGPCQNHJCOPS-PKNBQFBNSA-N	P30543	1
UQGGPCQNHJCOPS-PKNBQFBNSA-N	P47745	0
UQGKLARJCHZHSS-QRIDJOKKSA-N	P0DMS8	1
UQGKLARJCHZHSS-QRIDJOKKSA-N	P25099	0
UQGKLARJCHZHSS-QRIDJOKKSA-N	P29274	0
UQGKLARJCHZHSS-QRIDJOKKSA-N	P29275	0
UQGKLARJCHZHSS-QRIDJOKKSA-N	P30542	1
UQGKLARJCHZHSS-QRIDJOKKSA-N	P30543	0
UQGKLARJCHZHSS-QRIDJOKKSA-N	Q6Y1R5	1
UQHKLJCYYLWRGF-KRWDZBQOSA-N	P35375	0
UQHKLJCYYLWRGF-KRWDZBQOSA-N	P43119	0
UQHKLJCYYLWRGF-KRWDZBQOSA-N	P70263	1
UQHKLJCYYLWRGF-KRWDZBQOSA-N	Q62053	1
UQHXXBDODGHAMJ-UHFFFAOYSA-N	P28223	0
UQHXXBDODGHAMJ-UHFFFAOYSA-N	P28335	1
UQHXXBDODGHAMJ-UHFFFAOYSA-N	P41595	0
UQHYISIQVCWLMH-UHFFFAOYSA-N	P48039	0
UQHYISIQVCWLMH-UHFFFAOYSA-N	P49286	1
UQIBBMPERXPJEF-UHFFFAOYSA-N	P19020	1
UQIBBMPERXPJEF-UHFFFAOYSA-N	P19327	1
UQIBBMPERXPJEF-UHFFFAOYSA-N	P28221	0
UQIBBMPERXPJEF-UHFFFAOYSA-N	P28222	0
UQIBBMPERXPJEF-UHFFFAOYSA-N	P61169	1
UQIKQRCCSPBTRS-UHFFFAOYSA-N	P14416	0
UQIKQRCCSPBTRS-UHFFFAOYSA-N	P21917	1
UQIOJCBARSSJKK-UHFFFAOYSA-N	P18130	0
UQIOJCBARSSJKK-UHFFFAOYSA-N	Q28838	1
UQIQXCRYYCAMIP-WDYNHAJCSA-N	P32245	0
UQIQXCRYYCAMIP-WDYNHAJCSA-N	P41968	0
UQIQXCRYYCAMIP-WDYNHAJCSA-N	P56450	1
UQIQXCRYYCAMIP-WDYNHAJCSA-N	Q01726	0
UQJLIMBRSSQCGI-UHFFFAOYSA-N	P30559	1
UQJLIMBRSSQCGI-UHFFFAOYSA-N	P30560	1
UQJLIMBRSSQCGI-UHFFFAOYSA-N	P37288	0
UQJLIMBRSSQCGI-UHFFFAOYSA-N	P70536	1
UQJLIMBRSSQCGI-UHFFFAOYSA-N	Q00788	0
UQKPGAVIKWODHF-XOSJJEKJSA-N	P70536	1
UQKPGAVIKWODHF-XOSJJEKJSA-N	Q00788	0
UQKPGHBTDBFHSZ-XCRWMPKNSA-N	P26684	1
UQKPGHBTDBFHSZ-XCRWMPKNSA-N	P35463	0
UQLCGVMANUPFJO-UHFFFAOYSA-N	P19327	1
UQLCGVMANUPFJO-UHFFFAOYSA-N	P61169	0
UQLKAWXIWWVWLO-BTYIYWSLSA-N	O43613	0
UQLKAWXIWWVWLO-BTYIYWSLSA-N	O43614	1
UQLMPELWUKMDTO-UHFFFAOYSA-N	P28223	0
UQLMPELWUKMDTO-UHFFFAOYSA-N	P28335	0
UQLMPELWUKMDTO-UHFFFAOYSA-N	P28564	0
UQLMPELWUKMDTO-UHFFFAOYSA-N	P34969	0
UQLMPELWUKMDTO-UHFFFAOYSA-N	P50406	1
UQMBLWHHTBIECZ-JOCHJYFZSA-N	P21554	1
UQMBLWHHTBIECZ-JOCHJYFZSA-N	P34972	0
UQMCAXCQKMLISS-UHFFFAOYSA-N	P29274	0
UQMCAXCQKMLISS-UHFFFAOYSA-N	P30542	1
UQMWZLFAACNVCC-UHFFFAOYSA-N	P97639	0
UQMWZLFAACNVCC-UHFFFAOYSA-N	Q99705	1
UQNPMHBOQOCPSK-UHFFFAOYSA-N	P14416	0
UQNPMHBOQOCPSK-UHFFFAOYSA-N	P21917	1
UQNPMHBOQOCPSK-UHFFFAOYSA-N	P35462	0
UQNPMHBOQOCPSK-UHFFFAOYSA-N	P50130	0
UQNPMHBOQOCPSK-UHFFFAOYSA-N	Q28998	0
UQNSMXLBEKDRQR-UHFFFAOYSA-N	O70528	0
UQNSMXLBEKDRQR-UHFFFAOYSA-N	Q62758	1
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P08908	0
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P14416	0
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P28223	0
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P30729	1
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P34969	0
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P35367	0
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P35462	0
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P41595	0
UQNXMCNVFPEPNB-UHFFFAOYSA-N	P47898	0
UQOFGTXDASPNLL-XHNCKOQMSA-N	P08172	1
UQOFGTXDASPNLL-XHNCKOQMSA-N	P08173	0
UQOFGTXDASPNLL-XHNCKOQMSA-N	P08482	0
UQOFGTXDASPNLL-XHNCKOQMSA-N	P08483	0
UQOFGTXDASPNLL-XHNCKOQMSA-N	P08912	0
UQOFGTXDASPNLL-XHNCKOQMSA-N	P10980	0
UQOFGTXDASPNLL-XHNCKOQMSA-N	P11229	0
UQOFGTXDASPNLL-XHNCKOQMSA-N	P20309	0
UQOODWFWVKWKPZ-TXWJGDGWSA-N	P0DMS8	0
UQOODWFWVKWKPZ-TXWJGDGWSA-N	P29274	1
UQOODWFWVKWKPZ-TXWJGDGWSA-N	P30542	1
UQOQHLQANAMPHV-NJUNXURVSA-N	P30872	0
UQOQHLQANAMPHV-NJUNXURVSA-N	P30874	1
UQOQHLQANAMPHV-NJUNXURVSA-N	P31391	0
UQOQHLQANAMPHV-NJUNXURVSA-N	P32745	1
UQOQHLQANAMPHV-NJUNXURVSA-N	P35346	1
UQOQHLQANAMPHV-PEVIHVDQSA-N	P30872	0
UQOQHLQANAMPHV-PEVIHVDQSA-N	P30874	1
UQOQHLQANAMPHV-PEVIHVDQSA-N	P31391	0
UQOQHLQANAMPHV-PEVIHVDQSA-N	P32745	1
UQOQHLQANAMPHV-PEVIHVDQSA-N	P35346	1
UQOWIEJFNPPPBP-OAHLLOKOSA-N	P14416	0
UQOWIEJFNPPPBP-OAHLLOKOSA-N	P19327	0
UQOWIEJFNPPPBP-OAHLLOKOSA-N	P35462	1
UQOWIEJFNPPPBP-OAHLLOKOSA-N	P61169	0
UQQZLMXUYGQJIW-UHFFFAOYSA-N	P14416	0
UQQZLMXUYGQJIW-UHFFFAOYSA-N	P21917	0
UQQZLMXUYGQJIW-UHFFFAOYSA-N	P35462	1
UQQZLMXUYGQJIW-UHFFFAOYSA-N	P50130	0
UQSIKEUEUPAZQQ-UHFFFAOYSA-N	P21554	0
UQSIKEUEUPAZQQ-UHFFFAOYSA-N	P34972	1
UQSRLNYPAPLJBP-CMAULLTDSA-N	P08172	1
UQSRLNYPAPLJBP-CMAULLTDSA-N	P11229	0
UQSRLNYPAPLJBP-CMAULLTDSA-N	P20309	0
UQSRRYQDAAYMGK-FQEVSTJZSA-N	O43613	0
UQSRRYQDAAYMGK-FQEVSTJZSA-N	O43614	1
UQUNVINPNBJTFF-UHFFFAOYSA-N	P14842	0
UQUNVINPNBJTFF-UHFFFAOYSA-N	P19327	1
UQVBWHBTBGUFNT-UHFFFAOYSA-N	O43613	0
UQVBWHBTBGUFNT-UHFFFAOYSA-N	O43614	1
UQWHVDPVOKMRDD-UHFFFAOYSA-N	P14842	1
UQWHVDPVOKMRDD-UHFFFAOYSA-N	P19327	0
UQZAVYSUPBKOKC-UHFFFAOYSA-M	P08172	1
UQZAVYSUPBKOKC-UHFFFAOYSA-M	P08173	0
UQZAVYSUPBKOKC-UHFFFAOYSA-M	P08912	0
UQZAVYSUPBKOKC-UHFFFAOYSA-M	P20309	0
UQZBEXRWKGGPGI-UHFFFAOYSA-N	P0DMS8	0
UQZBEXRWKGGPGI-UHFFFAOYSA-N	P29274	1
UQZBEXRWKGGPGI-UHFFFAOYSA-N	P29275	1
UQZBEXRWKGGPGI-UHFFFAOYSA-N	P30542	0
UQZMKKLWLSJBQB-UHFFFAOYSA-N	P08482	1
UQZMKKLWLSJBQB-UHFFFAOYSA-N	P11229	0
UQZVCDCIMBLVNR-TWYODKAFSA-N	P30557	1
UQZVCDCIMBLVNR-TWYODKAFSA-N	P34980	1
UQZVCDCIMBLVNR-TWYODKAFSA-N	P35375	1
UQZVCDCIMBLVNR-TWYODKAFSA-N	P43088	0
UQZVCDCIMBLVNR-TWYODKAFSA-N	P43115	1
UQZVCDCIMBLVNR-TWYODKAFSA-N	P70597	0
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P30557	1
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P34979	1
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P34995	0
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P35375	1
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P35408	0
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P37289	0
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P43088	0
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P43115	1
UQZVCDCIMBLVNR-UHFFFAOYSA-N	P43117	0
URCAXSZEZCAAGZ-GOSISDBHSA-N	P32238	1
URCAXSZEZCAAGZ-GOSISDBHSA-N	P32239	0
URCAXSZEZCAAGZ-SFHVURJKSA-N	P32238	0
URCAXSZEZCAAGZ-SFHVURJKSA-N	P32239	1
URCQWWILEOHAJO-SJLPKXTDSA-N	O43613	0
URCQWWILEOHAJO-SJLPKXTDSA-N	O43614	1
UREJDUPKGMFJRU-UHFFFAOYSA-N	P30874	0
UREJDUPKGMFJRU-UHFFFAOYSA-N	P31391	1
UREZNYTWGJKWBI-UHFFFAOYSA-M	P08172	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P08173	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P08912	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P08913	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P11229	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P18089	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P18825	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P20309	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P21452	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	P28223	1
UREZNYTWGJKWBI-UHFFFAOYSA-M	P28335	0
UREZNYTWGJKWBI-UHFFFAOYSA-M	Q969F8	0
URGSNTSTFBCWKA-UHFFFAOYSA-N	P0DMS8	1
URGSNTSTFBCWKA-UHFFFAOYSA-N	P28190	0
URGSNTSTFBCWKA-UHFFFAOYSA-N	P29274	0
URHATDOBWHTBOV-DEOSSOPVSA-N	P25100	0
URHATDOBWHTBOV-DEOSSOPVSA-N	P35348	1
URHMUXWEQPHCTI-IOZXTOPCSA-N	P56481	1
URHMUXWEQPHCTI-IOZXTOPCSA-N	Q63931	0
URHQGZYMDHLTGD-UHFFFAOYSA-N	P08908	0
